compound_ids,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3
Isonazid,NNC(=O)c1ccncc1,0.009,1,,0.0,unique_keep,137.142,-0.3149000000000006,68.00999999999999,2,3,1,1,1,10,0.0
hydroxychlordene,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46,1,,0.0,unique_keep,354.875,3.995,20.23,1,1,0,3,0,17,0.6
Isopentyl formate,CC(C)CCOC=O,-1.52,1,,0.0,unique_keep,116.15999999999998,1.2055,26.3,0,2,4,0,0,8,0.8333333333333334
Acetophenone,CC(=O)c1ccccc1,-1.28,1,,0.0,unique_keep,120.15099999999995,1.8892,17.07,0,1,1,1,1,9,0.125
biquinoline,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,1,,0.0,unique_keep,256.308,4.450000000000003,25.78,0,2,1,4,4,20,0.0
Triethyl phosphate,CCOP(=O)(OCC)OCC,0.43,1,,0.0,unique_keep,182.15599999999998,2.2039999999999997,44.760000000000005,0,4,6,0,0,11,1.0
D-fenchone,CC12CCC(C1)C(C)(C)C2=O,-1.85,1,,0.0,unique_keep,152.237,2.401700000000001,17.07,0,1,0,2,0,11,0.9
7-methoxypteridine,COc1cnc2cncnc2n1,-0.91,1,,0.0,unique_keep,162.152,0.42839999999999984,60.790000000000006,0,5,1,2,2,12,0.14285714285714285
Chlordene,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,1,,0.0,unique_keep,338.876,5.024200000000001,0.0,0,0,0,3,0,16,0.6
2-Nitropropane,CC(C)[N+](=O)[O-],-0.62,1,,0.0,unique_keep,89.094,0.6715,43.14,0,2,1,0,0,6,1.0
Carbazole,c1ccc2c(c1)[nH]c1ccccc12,-5.27,1,,0.0,unique_keep,167.21099999999998,3.3211000000000013,15.79,1,0,0,3,3,13,0.0
Erythritol,OCC(O)C(O)CO,0.7,1,,0.0,unique_keep,122.11999999999999,-2.3071999999999995,80.92,4,4,3,0,0,8,1.0
Risocaine,CCCOC(=O)c1ccc(N)cc1,-2.452,1,,0.0,unique_keep,179.21899999999997,1.8356,52.32,1,3,3,1,1,13,0.3
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,1,,0.0,unique_keep,223.16499999999996,1.0536999999999999,73.86,1,5,5,0,0,14,0.5714285714285714
Succinimide,O=C1CCC(=O)N1,0.3,1,,0.0,unique_keep,99.089,-0.577,46.17,1,2,0,1,0,7,0.5
"2,3-Dimethylpentane",CCC(C)C(C)C,-4.28,1,,0.0,unique_keep,100.20499999999998,2.6885000000000012,0.0,0,0,2,0,0,7,1.0
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,1,,0.0,unique_keep,316.4270000000001,1.74462,84.42,1,6,8,1,1,21,0.6923076923076923
RTI 16,CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.634,1,,0.0,unique_keep,270.361,2.759900000000001,32.260000000000005,0,4,1,3,2,19,0.21428571428571427
RTI 9,CCN1C(=O)c2ccccc2Oc2ccccc21,-3.68,1,,0.0,unique_keep,239.27399999999997,3.4590000000000023,29.540000000000003,0,2,1,3,2,18,0.13333333333333333
Tetrahydropyran ,C1CCOCC1,-0.03,1,,0.0,unique_keep,86.134,1.1869,9.23,0,1,0,1,0,6,1.0
1-Heptyne,C#CCCCCC,-3.01,1,,0.0,unique_keep,96.173,2.1999000000000004,0.0,0,0,3,0,0,7,0.7142857142857143
osthole,COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.314,1,,0.0,unique_keep,244.28999999999994,3.3103000000000016,39.44,0,3,3,2,2,18,0.26666666666666666
3-Methylcholanthrene,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,-7.92,1,,0.0,unique_keep,268.359,5.553220000000004,0.0,0,0,0,5,4,21,0.14285714285714285
Ethyl benzoate ,CCOC(=O)c1ccccc1,-2.32,1,,0.0,unique_keep,150.177,1.8633,26.3,0,2,2,1,1,11,0.2222222222222222
1-Chloro-2-methylpropane,CC(C)CCl,-2.0,1,,0.0,unique_keep,92.56899999999999,1.8812,0.0,0,0,1,0,0,5,1.0
Ethinyl estradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,1,,0.0,unique_keep,296.4100000000001,3.6126000000000023,40.46,2,2,0,4,1,22,0.6
methyl laurate,CCCCCCCCCCCC(=O)OC,-4.69,1,,0.0,unique_keep,214.34899999999996,4.080300000000003,26.3,0,2,10,0,0,15,0.9230769230769231
Di-n-propylsulfide,CCCSCCC,-2.58,1,,0.0,unique_keep,118.24499999999999,2.539600000000001,0.0,0,1,4,0,0,7,1.0
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,1,,0.0,unique_keep,228.29399999999998,5.146200000000003,0.0,0,0,0,4,4,18,0.0
1-Bromopentane,CCCCCBr,-3.08,1,,0.0,unique_keep,151.047,2.5715000000000012,0.0,0,0,3,0,0,6,1.0
trans-2-Heptene ,C/C=C/CCCC,-3.82,1,,0.0,unique_keep,98.18900000000001,2.752700000000001,0.0,0,0,3,0,0,7,0.7142857142857143
Pentylcyclopentane,CCCCCC1CCCC1,-6.08,1,,0.0,unique_keep,140.26999999999998,3.7569000000000026,0.0,0,0,4,1,0,10,1.0
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42,1,,0.0,unique_keep,360.88200000000006,7.274000000000001,0.0,0,0,1,2,2,18,0.0
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,-2.0,1,,0.0,unique_keep,133.405,2.376500000000001,0.0,0,0,0,0,0,5,1.0
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,1,,0.0,unique_keep,214.652,2.365100000000001,41.57,1,2,2,1,1,14,0.2222222222222222
Cyclohexyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCC2)C(=O)N1,-3.06,1,,0.0,unique_keep,196.206,0.3029,75.27,2,3,0,2,0,14,0.6666666666666666
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,1,,0.0,unique_keep,211.26099999999994,1.9576,46.61,0,3,1,1,0,15,0.6363636363636364
4-Bromotoluene,Cc1ccc(Br)cc1,-3.19,1,,0.0,unique_keep,171.03700000000003,2.7575200000000013,0.0,0,0,0,1,1,8,0.14285714285714285
Diethyl ether ,CCOCC,-0.09,1,,0.0,unique_keep,74.123,1.0428000000000002,9.23,0,1,2,0,0,5,1.0
Rovral,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,1,,0.0,unique_keep,330.17100000000005,2.880000000000001,69.72,1,3,2,2,1,21,0.3076923076923077
Benfluralin,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,1,,0.0,unique_keep,335.28200000000004,4.148200000000004,89.52,0,5,7,1,1,23,0.5384615384615384
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,-2.05,1,,0.0,unique_keep,136.194,2.3174600000000005,20.23,1,1,0,1,1,10,0.3333333333333333
Benzene ,c1ccccc1,-1.64,1,,0.0,unique_keep,78.11399999999999,1.6866,0.0,0,0,0,1,1,6,0.0
p-Chloroiodobenzene,Clc1ccc(I)cc1,-4.03,1,,0.0,unique_keep,238.45499999999998,2.944600000000001,0.0,0,0,0,1,1,8,0.0
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,1,,0.0,unique_keep,228.67899999999997,2.4421,41.57,1,2,2,1,1,15,0.3
propachlor,CC(C)N(C(=O)CCl)c1ccccc1,-2.48,1,,0.0,unique_keep,211.69200000000004,2.666800000000001,20.310000000000002,0,1,3,1,1,14,0.36363636363636365
Styrene,C=Cc1ccccc1,-2.82,1,,0.0,unique_keep,104.15199999999997,2.3296,0.0,0,0,1,1,1,8,0.0
Dimethoxymethane,COCOC,0.48,1,,0.0,unique_keep,76.095,0.23670000000000002,18.46,0,2,2,0,0,5,1.0
o-Xylene ,Cc1ccccc1C,-2.8,1,,0.0,unique_keep,106.16799999999999,2.30344,0.0,0,0,0,1,1,8,0.25
Butan-2-ol,CCC(C)O,0.47,1,,0.0,unique_keep,74.12299999999999,0.7771999999999999,20.23,1,1,1,0,0,5,1.0
"1,4-Benzenediol",Oc1ccc(O)cc1,-0.17,1,,0.0,unique_keep,110.11199999999998,1.0977999999999999,40.46,2,2,0,1,1,8,0.0
estriol,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,1,,0.0,unique_keep,288.38699999999994,2.5800000000000005,60.69,3,3,0,4,1,21,0.6666666666666666
Benzo(b)fluorene,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04,1,,0.0,unique_keep,216.283,4.411000000000002,0.0,0,0,0,4,3,17,0.058823529411764705
hydantoin,O=C1CNC(=O)N1,-0.4,1,,0.0,unique_keep,100.077,-1.1742,58.2,2,2,0,1,0,7,0.3333333333333333
4-hexylresorcinol,CCCCCCc1ccc(O)cc1O,-2.59,1,,0.0,unique_keep,194.274,3.2206000000000023,40.46,2,2,5,1,1,14,0.5
allicin,C=CCSS(=O)CC=C,-0.83,1,,0.0,unique_keep,162.27899999999997,1.7553,17.07,0,2,5,0,0,9,0.3333333333333333
Coumaphos,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.382000000000001,1,,0.0,unique_keep,362.77100000000013,4.4311200000000035,57.9,0,6,6,2,2,22,0.35714285714285715
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c2ccccc12,-7.01,1,,0.0,unique_keep,256.348,5.763040000000004,0.0,0,0,0,4,4,20,0.1
Betamethasone-17-valerate,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,1,,0.0,unique_keep,476.58500000000026,3.6368000000000027,100.90000000000002,2,6,6,4,0,34,0.7407407407407407
uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-3.93,1,,0.0,unique_keep,168.112,-1.7672000000000003,114.36999999999998,4,3,0,2,2,12,0.0
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,1,,0.0,unique_keep,231.89299999999997,4.005799999999999,20.23,1,1,0,1,1,11,0.0
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,-3.04,1,,0.0,unique_keep,147.004,2.993400000000001,0.0,0,0,0,1,1,8,0.0
DDT,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.15,1,,0.0,unique_keep,354.491,6.495500000000002,0.0,0,0,2,2,2,19,0.14285714285714285
Isobutyl formate,CC(C)COC=O,-1.01,1,,0.0,unique_keep,102.13299999999998,0.8154,26.3,0,2,3,0,0,7,0.8
thioanisole,CSc1ccccc1,-2.39,1,,0.0,unique_keep,124.20799999999996,2.4085,0.0,0,1,1,1,1,8,0.14285714285714285
RTI 13,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.207,1,,0.0,unique_keep,322.29,3.5275200000000018,58.120000000000005,1,4,1,3,2,23,0.26666666666666666
Hexane ,CCCCCC,-3.84,1,,0.0,unique_keep,86.178,2.5866000000000007,0.0,0,0,3,0,0,6,1.0
methyl nicotinate,COC(=O)c1cccnc1,-0.46,1,,0.0,unique_keep,137.138,0.8681999999999999,39.19,0,3,1,1,1,10,0.14285714285714285
Bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59,1,,0.0,unique_keep,421.4220000000001,1.6254000000000004,118.35999999999999,3,5,3,3,2,27,0.2
"2,3,3',4,4',5-PCB",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82,1,,0.0,unique_keep,360.88200000000006,7.274,0.0,0,0,1,2,2,18,0.0
Vinclozolin,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.925,1,,0.0,unique_keep,286.11400000000003,3.4213000000000013,46.61,0,3,2,2,1,18,0.16666666666666666
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,1,,0.0,unique_keep,240.698,1.6708799999999997,86.52,2,6,4,1,1,16,0.5555555555555556
Triphenylene,c1ccc2c(c1)c1ccccc1c1ccccc21,-6.726,1,,0.0,unique_keep,228.29399999999998,5.146200000000003,0.0,0,0,0,4,4,18,0.0
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,1,,0.0,unique_keep,266.34,4.604600000000004,40.46,2,2,3,2,2,20,0.1111111111111111
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,1,,0.0,unique_keep,390.5640000000003,6.433000000000007,52.60000000000001,0,4,14,1,1,28,0.6666666666666666
2-Ethyl pyridine,CCc1ccccn1,0.51,1,,0.0,unique_keep,107.15599999999998,1.644,12.89,0,1,1,1,1,8,0.2857142857142857
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,1,,0.0,unique_keep,380.784,3.651200000000001,44.760000000000005,0,4,5,0,0,13,1.0
Biphenyl,c1ccc(-c2ccccc2)cc1,-4.345,1,,0.0,unique_keep,154.21199999999996,3.353600000000001,0.0,0,0,1,2,2,12,0.0
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71,1,,0.0,unique_keep,360.88200000000006,7.274000000000001,0.0,0,0,1,2,2,18,0.0
Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.364,1,,0.0,unique_keep,210.285,0.0696000000000001,48.39000000000001,0,6,3,1,1,15,0.6666666666666666
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,-0.92,1,,0.0,unique_keep,116.20399999999998,1.8034,20.23,1,1,2,0,0,8,1.0
Cycloheptyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-3.168,1,,0.0,unique_keep,210.23299999999998,0.6929999999999998,75.27,2,3,0,2,0,15,0.7
Fructose,OCC1OC(O)(CO)C(O)C1O,0.64,1,,0.0,unique_keep,180.156,-3.2197999999999998,110.38000000000001,5,6,2,1,0,12,1.0
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,-1.4,1,,0.0,unique_keep,122.16699999999997,2.0090399999999997,20.23,1,1,0,1,1,9,0.25
Barban,O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37,1,,0.0,unique_keep,258.1039999999999,3.130700000000002,38.33,1,2,2,1,1,16,0.18181818181818182
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,-2.843,1,,0.0,unique_keep,169.611,2.2984,29.1,1,1,1,1,1,11,0.125
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,1,,0.0,unique_keep,395.3270000000001,7.9274000000000004,0.0,0,0,1,2,2,19,0.0
"2,2-Dimethylbutane",CCC(C)(C)C,-3.55,1,,0.0,unique_keep,86.17799999999998,2.442500000000001,0.0,0,0,0,0,0,6,1.0
N-Methylaniline ,CNc1ccccc1,-1.28,1,,0.0,unique_keep,107.15599999999998,1.7283,12.03,1,1,1,1,1,8,0.14285714285714285
"1,4-Pentadiene ",C=CCC=C,-2.09,1,,0.0,unique_keep,68.119,1.7485,0.0,0,0,2,0,0,5,0.2
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,1,,0.0,unique_keep,404.5030000000002,2.3524000000000003,100.90000000000002,2,6,3,4,0,29,0.782608695652174
DNOC,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.456,1,,0.0,unique_keep,198.134,1.5170199999999998,106.51,1,5,2,1,1,14,0.14285714285714285
Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.604,1,,0.0,unique_keep,321.163,3.1013000000000015,61.69,2,3,1,3,2,21,0.06666666666666667
3-Chlorophenol,Oc1cccc(Cl)c1,-0.7,1,,0.0,unique_keep,128.558,2.0456,20.23,1,1,0,1,1,8,0.0
m-Chlorobromobenzene,Clc1cccc(Br)c1,-3.21,1,,0.0,unique_keep,191.45499999999998,3.102500000000001,0.0,0,0,0,1,1,8,0.0
chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.05,1,,0.0,unique_keep,295.72900000000004,-0.0608999999999999,118.69,2,5,1,2,1,17,0.0
5-Methyl-5-ethylbarbituric acid,CCC1(C)C(=O)NC(=O)NC1=O,-1.228,1,,0.0,unique_keep,170.16799999999998,-0.23129999999999995,75.27000000000001,2,3,1,1,0,12,0.5714285714285714
2-Phenoxyethanol,OCCOc1ccccc1,-0.7,1,,0.0,unique_keep,138.16599999999997,1.0576999999999999,29.46,1,2,3,1,1,10,0.25
Diphenylmethane,c1ccc(Cc2ccccc2)cc1,-4.08,1,,0.0,unique_keep,168.239,3.277400000000002,0.0,0,0,2,2,2,13,0.07692307692307693
3-Octanol,CCCCCC(O)CC,-1.98,1,,0.0,unique_keep,130.23099999999997,2.3376,20.23,1,1,5,0,0,9,1.0
Flumetralin,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78,1,,0.0,unique_keep,421.7340000000001,5.340800000000003,89.52,0,5,6,2,2,28,0.25
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,1,,0.0,unique_keep,229.71500000000003,2.1655999999999995,62.730000000000004,2,5,4,1,1,15,0.6666666666666666
2-Methylpentanol,CCCC(C)CO,-1.11,1,,0.0,unique_keep,102.17699999999999,1.4149,20.23,1,1,3,0,0,7,1.0
2-Methyl-2-hexanol,CCCCC(C)(C)O,-1.08,1,,0.0,unique_keep,116.20399999999998,1.9475000000000002,20.23,1,1,3,0,0,8,1.0
Ethylbenzene,CCc1ccccc1,-2.77,1,,0.0,unique_keep,106.16799999999996,2.2490000000000006,0.0,0,0,1,1,1,8,0.25
5-(3-Methyl-2-butenyl)-5-ethylbarbital,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,1,,0.0,unique_keep,224.26,1.1050999999999997,75.27000000000001,2,3,3,1,0,16,0.5454545454545454
Heptachlor,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.317,1,,0.0,unique_keep,373.321,5.241500000000001,0.0,0,0,0,3,0,17,0.6
butallylonal,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.647,1,,0.0,unique_keep,303.156,1.6835999999999995,75.27000000000001,2,3,4,1,0,17,0.5454545454545454
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,1,,0.0,unique_keep,349.43000000000006,5.268980000000004,59.32000000000001,0,4,5,3,2,26,0.36363636363636365
Methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,1,,0.0,unique_keep,310.47800000000007,5.062000000000006,35.53,0,3,10,0,0,22,0.7368421052631579
Ethyl propionate,CCOC(=O)CC,-0.66,1,,0.0,unique_keep,102.133,0.9595,26.3,0,2,2,0,0,7,0.8
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,1,,0.0,unique_keep,241.364,2.2340999999999998,62.730000000000004,2,6,5,1,1,16,0.7
Buturon,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,1,,0.0,unique_keep,236.70200000000003,2.825400000000001,32.34,1,1,2,1,1,16,0.25
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,-4.72,1,,0.0,unique_keep,156.22799999999998,3.456640000000002,0.0,0,0,0,2,2,12,0.16666666666666666
"2,4',5-PCB",Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25,1,,0.0,unique_keep,257.54699999999997,5.313800000000001,0.0,0,0,1,2,2,15,0.0
"2,3',4,4',5-PCB",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.39,1,,0.0,unique_keep,360.88200000000006,7.274,0.0,0,0,1,2,2,18,0.0
2-cyanoguanidine,N#CN=C(N)N,-0.31,1,,0.0,unique_keep,84.08200000000002,-1.2591200000000002,88.19,2,2,0,0,0,6,0.0
Chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl,-2.0,1,,0.0,unique_keep,164.37500000000003,1.5908,43.14,0,2,0,0,0,7,1.0
"2,6-PCB",Clc1cccc(Cl)c1-c1ccccc1,-5.21,1,,0.0,unique_keep,223.102,4.660400000000003,0.0,0,0,1,2,2,14,0.0
p-Methoxybenzaldehyde,COc1ccc(C=O)cc1,-1.49,1,,0.0,unique_keep,136.14999999999998,1.5076999999999998,26.3,0,2,2,1,1,10,0.125
4-Nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.692,1,,0.0,unique_keep,180.16299999999998,1.5532,72.24,1,3,2,1,1,13,0.125
Ethyl heptanoate,CCCCCCC(=O)OCC,-2.74,1,,0.0,unique_keep,158.24099999999999,2.5199000000000007,26.3,0,2,6,0,0,11,0.8888888888888888
p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,-1.03,1,,0.0,unique_keep,151.165,1.3505999999999998,49.33,2,2,1,1,1,11,0.125
indazole,c1ccc2[nH]ncc2c1,-2.16,1,,0.0,unique_keep,118.13899999999998,1.5629,28.68,1,1,0,2,2,9,0.0
triamcinolone acetonide,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31,1,,0.0,unique_keep,434.50400000000025,2.4188000000000005,93.06,2,6,2,5,0,31,0.75
guanine,Nc1nc2[nH]cnc2c(=O)[nH]1,-3.583,1,,0.0,unique_keep,151.129,-0.7716000000000003,100.44999999999999,3,4,0,2,2,11,0.0
Methyl acetate,COC(C)=O,0.46,1,,0.0,unique_keep,74.079,0.17930000000000001,26.3,0,2,0,0,0,5,0.6666666666666666
Stanolone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,1,,0.0,unique_keep,290.44699999999995,3.9591000000000034,37.3,1,2,0,4,0,21,0.9473684210526315
1-Hexene-3-ol,C=CC(O)CCC,-0.59,1,,0.0,unique_keep,100.161,1.3334,20.23,1,1,3,0,0,7,0.6666666666666666
norbormide,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931,1,,0.0,unique_keep,511.5810000000002,4.289400000000003,92.18,2,5,5,7,4,39,0.15151515151515152
Dibutyl ether ,CCCCOCCCC,-1.85,1,,0.0,unique_keep,130.231,2.603200000000001,9.23,0,1,6,0,0,9,1.0
1-Dodecanol,CCCCCCCCCCCCO,-4.8,1,,0.0,unique_keep,186.33899999999997,3.8996000000000035,20.23,1,1,10,0,0,13,1.0
RTI 6,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,1,,0.0,unique_keep,313.36100000000005,1.6287999999999996,81.59000000000002,2,6,4,3,2,23,0.3125
2-Methyl-2-pentanol,CCCC(C)(C)O,-0.49,1,,0.0,unique_keep,102.17699999999998,1.5574,20.23,1,1,2,0,0,7,1.0
Flucytosine,Nc1nc(=O)[nH]cc1F,-0.972,1,,0.0,unique_keep,129.09399999999997,-0.5088000000000001,71.77,2,3,0,1,1,9,0.0
stadacaine,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,1,,0.0,unique_keep,293.407,3.8884000000000034,38.77,0,4,9,1,1,21,0.5882352941176471
2-Methyl-2-heptanol,CCCCCC(C)(C)O,-1.72,1,,0.0,unique_keep,130.231,2.3376000000000006,20.23,1,1,4,0,0,9,1.0
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,-5.23,1,,0.0,unique_keep,162.27599999999998,3.5371200000000025,0.0,0,0,0,1,1,12,0.5
Thymol,Cc1ccc(C(C)C)c(O)c1,-2.22,1,,0.0,unique_keep,150.221,2.824020000000001,20.23,1,1,1,1,1,11,0.4
Pteridine,c1cnc2ncncc2n1,0.02,1,,0.0,unique_keep,132.12599999999998,0.41979999999999984,51.56,0,4,0,2,2,10,0.0
Parathion,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.66,1,,0.0,unique_keep,291.265,3.2711000000000023,70.83,0,6,7,1,1,18,0.4
Methane,C,-0.9,1,,0.0,unique_keep,16.043,0.6361,0.0,0,0,0,0,0,1,1.0
indoline,c1ccc2c(c1)CCN2,-1.04,1,,0.0,unique_keep,119.16699999999999,1.6545999999999996,12.03,1,1,0,2,1,9,0.25
1-Nitronapthalene,O=[N+]([O-])c1cccc2ccccc12,-3.54,1,,0.0,unique_keep,173.171,2.748000000000001,43.14,0,2,1,2,2,13,0.0
3-Methyl-2-pentanone,CCC(C)C(C)=O,-0.67,1,,0.0,unique_keep,100.16099999999999,1.6215,17.07,0,1,2,0,0,7,0.8333333333333334
isoguanine,Nc1nc(O)nc2nc[nH]c12,-3.401,1,,0.0,unique_keep,151.129,-0.3593,100.71000000000001,3,5,0,2,2,11,0.0
bromadiolone,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.445,1,,0.0,unique_keep,527.4140000000001,7.183700000000007,70.67,2,4,6,5,5,35,0.1
Nitromethane,C[N+](=O)[O-],0.26,1,,0.0,unique_keep,61.040000000000006,-0.10710000000000008,43.14,0,2,0,0,0,4,1.0
Triallate,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,1,,0.0,unique_keep,304.6700000000001,4.843900000000003,20.310000000000002,0,2,4,0,0,16,0.7
"1,5-Hexadiene ",C=CCCC=C,-2.68,1,,0.0,unique_keep,82.14599999999999,2.1386000000000003,0.0,0,0,3,0,0,6,0.3333333333333333
Indole,c1ccc2[nH]ccc2c1,-1.52,1,,0.0,unique_keep,117.15099999999997,2.1678999999999995,15.79,1,0,0,2,2,9,0.0
Androstenedione,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,1,,0.0,unique_keep,286.415,4.087400000000003,34.14,0,2,0,4,0,21,0.7894736842105263
1-Hexene,C=CCCCC,-3.23,1,,0.0,unique_keep,84.16199999999999,2.3626000000000005,0.0,0,0,3,0,0,6,0.6666666666666666
Xipamide,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,1,,0.0,unique_keep,354.81500000000005,2.5621400000000008,109.49,3,4,3,2,2,23,0.13333333333333333
Ethylcyclohexane,CCC1CCCCC1,-4.25,1,,0.0,unique_keep,112.21600000000001,2.976700000000002,0.0,0,0,1,1,0,8,1.0
2-Nonanone,CCCCCCCC(C)=O,-2.58,1,,0.0,unique_keep,142.242,2.935900000000002,17.07,0,1,6,0,0,10,0.8888888888888888
