compound_ids,original_smiles,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,Cc1c(C)c(C)c(C)c(C)c1C,-5.23,1,,0.0,unique_keep
Thymol,CC(C)c1ccc(C)cc1O,Cc1ccc(C(C)C)c(O)c1,-2.22,1,,0.0,unique_keep
Pteridine,c2cnc1ncncc1n2,c1cnc2ncncc2n1,0.02,1,,0.0,unique_keep
Parathion,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.66,1,,0.0,unique_keep
Methane,C,C,-0.9,1,,0.0,unique_keep
indoline,c2ccc1NCCc1c2 ,c1ccc2c(c1)CCN2,-1.04,1,,0.0,unique_keep
1-Nitronapthalene,O=N(=O)c1cccc2ccccc12,O=[N+]([O-])c1cccc2ccccc12,-3.54,1,,0.0,unique_keep
3-Methyl-2-pentanone,CCC(C)C(=O)C,CCC(C)C(C)=O,-0.67,1,,0.0,unique_keep
isoguanine,Nc1nc(O)nc2nc[nH]c12 ,Nc1nc(O)nc2nc[nH]c12,-3.401,1,,0.0,unique_keep
bromadiolone,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.445,1,,0.0,unique_keep
Nitromethane,CN(=O)=O,C[N+](=O)[O-],0.26,1,,0.0,unique_keep
Triallate,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,1,,0.0,unique_keep
"1,5-Hexadiene ",C=CCCC=C,C=CCCC=C,-2.68,1,,0.0,unique_keep
Indole,c2ccc1[nH]ccc1c2,c1ccc2[nH]ccc2c1,-1.52,1,,0.0,unique_keep
Androstenedione,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,1,,0.0,unique_keep
1-Hexene,CCCCC=C,C=CCCCC,-3.23,1,,0.0,unique_keep
Xipamide,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,1,,0.0,unique_keep
Ethylcyclohexane,CCC1CCCCC1,CCC1CCCCC1,-4.25,1,,0.0,unique_keep
2-Nonanone,CCCCCCCC(=O)C,CCCCCCCC(C)=O,-2.58,1,,0.0,unique_keep
Mebendazole,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,1,,0.0,unique_keep
Chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1,,0.0,unique_keep
RTI 12,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,1,,0.0,unique_keep
Carbaryl,CNC(=O)Oc1cccc2ccccc12,CNC(=O)Oc1cccc2ccccc12,-3.224,1,,0.0,unique_keep
Ethyne,C#C,C#C,0.29,1,,0.0,unique_keep
"3,5-Dimethylpyridine",Cc1cncc(C)c1,Cc1cncc(C)c1,0.38,1,,0.0,unique_keep
"1,4-Cyclohexadiene",C1C=CCC=C1,C1=CCC=CC1,-2.06,1,,0.0,unique_keep
Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,1,,0.0,unique_keep
1-Phenylethanol,CC(O)c1ccccc1,CC(O)c1ccccc1,-0.92,1,,0.0,unique_keep
"1,2-Dichloropropane",CC(Cl)CCl,CC(Cl)CCl,-1.6,1,,0.0,unique_keep
2-Ethyl-2-hexanal,CCCC=C(CC)C=O,CCCC=C(C=O)CC,-2.46,1,,0.0,unique_keep
Disulfoton,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,-4.23,1,,0.0,unique_keep
methyltestosterone acetate,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,1,,0.0,unique_keep
"2,4,6-PCB",Clc1ccc(cc1)c2c(Cl)cccc2Cl ,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.14,1,,0.0,unique_keep
difluron,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,1,,0.0,unique_keep
Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46,1,,0.0,unique_keep
diisooctyl phthalate,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6370000000000005,1,,0.0,unique_keep
Corticosterone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,1,,0.0,unique_keep
"1,3,5-Trimethylbenzene ",Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,-3.4,1,,0.0,unique_keep
dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,1,,0.0,unique_keep
1-Pentadecanol,CCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCO,-6.35,1,,0.0,unique_keep
"2,2',6,6'-PCB",Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,1,,0.0,unique_keep
"5,5-Dimethylbarbituric acid",O=C1NC(=O)NC(=O)C1(C)C,CC1(C)C(=O)NC(=O)NC1=O,-1.742,1,,0.0,unique_keep
2-Iodopropane,CC(C)I,CC(C)I,-2.09,1,,0.0,unique_keep
"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1,1,,0.0,unique_keep
3-Methyl-2-butanone,CC(C)C(=O)C,CC(=O)C(C)C,-0.12,1,,0.0,unique_keep
Hexadecane,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,-8.4,1,,0.0,unique_keep
Tricyclazole,Cc2cccc3sc1nncn1c23 ,Cc1cccc2sc3nncn3c12,-2.07,1,,0.0,unique_keep
2-Octanone,CCCCCCC(=O)C,CCCCCCC(C)=O,-2.05,1,,0.0,unique_keep
Methyl nonanoate,CCCCCCCCC(=O)OC,CCCCCCCCC(=O)OC,-3.38,1,,0.0,unique_keep
"1,4-Difluorobenzene",Fc1ccc(F)cc1,Fc1ccc(F)cc1,-1.97,1,,0.0,unique_keep
Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.676,1,,0.0,unique_keep
Trifluralin,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,1,,0.0,unique_keep
Ethanol,CCO,CCO,1.1,1,,0.0,unique_keep
Cyclopentyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCC1)C(=O)N2,O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.349,1,,0.0,unique_keep
Carbetamide,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,1,,0.0,unique_keep
phenothrin,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,1,,0.0,unique_keep
Cycluron,CN(C)C(=O)NC1CCCCCCC1,CN(C)C(=O)NC1CCCCCCC1,-2.218,1,,0.0,unique_keep
Mirex,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8,1,,0.0,unique_keep
1-Bromooctane,CCCCCCCCBr,CCCCCCCCBr,-5.06,1,,0.0,unique_keep
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,1,,0.0,unique_keep
aminopyrine,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.364,1,,0.0,unique_keep
3-Pentanol,CCC(O)CC,CCC(O)CC,-0.24,1,,0.0,unique_keep
p-Nitrotoluene,Cc1ccc(cc1)N(=O)=O,Cc1ccc([N+](=O)[O-])cc1,-2.49,1,,0.0,unique_keep
4-Methylpentanol,CC(C)CCCO,CC(C)CCCO,-1.14,1,,0.0,unique_keep
Norethisterone,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,1,,0.0,unique_keep
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,1,,0.0,unique_keep
Pyrazon,Nc2cnn(c1ccccc1)c(=O)c2Cl,Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.878,1,,0.0,unique_keep
2-Methylbutan-2-ol,CCC(C)(C)O,CCC(C)(C)O,0.15,1,,0.0,unique_keep
p-Cresol,Cc1ccc(O)cc1,Cc1ccc(O)cc1,-0.73,1,,0.0,unique_keep
Ethyl formate,CCOC=O,CCOC=O,0.15,1,,0.0,unique_keep
"N,N-Dimethylaniline",CN(C)c1ccccc1,CN(C)c1ccccc1,-1.92,1,,0.0,unique_keep
Decalin,C1CCC2CCCCC2C1,C1CCC2CCCCC2C1,-5.19,1,,0.0,unique_keep
Butanethiol ,CCCCS,CCCCS,-2.18,1,,0.0,unique_keep
Benzo(e)pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,1,,0.0,unique_keep
Tetrachloroethylene,ClC(=C(Cl)Cl)Cl,ClC(Cl)=C(Cl)Cl,-2.54,1,,0.0,unique_keep
3-Pentanone,CCC(=O)CC,CCC(=O)CC,-0.28,1,,0.0,unique_keep
Acrylonitrile,C=CC#N,C=CC#N,0.15,1,,0.0,unique_keep
Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,1,,0.0,unique_keep
2-Hexanone,CCCCC(=O)C,CCCCC(C)=O,-0.8,1,,0.0,unique_keep
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,1,,0.0,unique_keep
3-Methylheptane,CCCCC(C)CC,CCCCC(C)CC,-5.16,1,,0.0,unique_keep
"1,2-Dibromoethane",BrCCBr,BrCCBr,-1.68,1,,0.0,unique_keep
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,CNC(=O)Oc1ccccc1C(C)C,-2.863,1,,0.0,unique_keep
Niridazole,O=C1NCCN1c2ncc(s2)N(=O)=O,O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22,1,,0.0,unique_keep
Benzo(a)fluorene,C1c2ccccc2c3ccc4ccccc4c13,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,1,,0.0,unique_keep
2-Chloroanisole,COc1ccccc1Cl,COc1ccccc1Cl,-2.46,1,,0.0,unique_keep
Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,1,,0.0,unique_keep
Quinonamid,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.03,1,,0.0,unique_keep
Methyl acrylate,COC(=O)C=C,C=CC(=O)OC,-0.22,1,,0.0,unique_keep
Chloroxuron,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,1,,0.0,unique_keep
Azobenzene,N(=Nc1ccccc1)c2ccccc2,c1ccc(N=Nc2ccccc2)cc1,-4.45,1,,0.0,unique_keep
4-Isopropyltoluene,CC(C)c1ccc(C)cc1,Cc1ccc(C(C)C)cc1,-3.77,1,,0.0,unique_keep
"2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl,Oc1c(Cl)cccc1Cl,-1.79,1,,0.0,unique_keep
Sucrose,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.79,1,,0.0,unique_keep
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,0.35,1,,0.0,unique_keep
Dyphylline,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17,1,,0.0,unique_keep
Chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111,1,,0.0,unique_keep
3-Ethyl-3-pentanol,CCC(O)(CC)CC,CCC(O)(CC)CC,-0.85,1,,0.0,unique_keep
Epitostanol,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,1,,0.0,unique_keep
"1,2-Dibromobenzene",Brc1ccccc1Br,Brc1ccccc1Br,-3.5,1,,0.0,unique_keep
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,Oc1c(Cl)cc(Cl)cc1Cl,-2.34,1,,0.0,unique_keep
oryzalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,1,,0.0,unique_keep
RTI 20,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,O=C1c2ccccc2Cc2ccccc2N1CCF,-4.799,1,,0.0,unique_keep
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,CC(C)C(=O)C(C)C,-1.3,1,,0.0,unique_keep
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,1,,0.0,unique_keep
gentisin,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,1,,0.0,unique_keep
Caffeine,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,1,,0.0,unique_keep
Spironolactone,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,1,,0.0,unique_keep
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,Cc1ccc(O)cc1C,-1.38,1,,0.0,unique_keep
Diphenyl ether ,O(c1ccccc1)c2ccccc2,c1ccc(Oc2ccccc2)cc1,-3.96,1,,0.0,unique_keep
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,1,,0.0,unique_keep
nicotinamide,NC(=O)c1cccnc1 ,NC(=O)c1cccnc1,0.61,1,,0.0,unique_keep
Thiophenol ,Sc1ccccc1,Sc1ccccc1,-2.12,1,,0.0,unique_keep
XMC,CNC(=O)Oc1cc(C)cc(C)c1,CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,1,,0.0,unique_keep
Chlordane,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,1,,0.0,unique_keep
Dimethyldisulfide,CSSC,CSSC,-1.44,1,,0.0,unique_keep
Benzamide,NC(=O)c1ccccc1,NC(=O)c1ccccc1,-0.96,1,,0.0,unique_keep
o-Chlorobromobenzene,Clc1ccccc1Br,Clc1ccccc1Br,-3.19,1,,0.0,unique_keep
Monotropitoside,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.742,1,,0.0,unique_keep
3-Heptanol ,CCCCC(O)CC,CCCCC(O)CC,-1.47,1,,0.0,unique_keep
RTI 15,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999,1,,0.0,unique_keep
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,Oc1cc(Cl)cc(Cl)c1,-1.34,1,,0.0,unique_keep
1-Methylphenanthrene,Cc1cccc2c1ccc3ccccc32,Cc1cccc2c1ccc1ccccc12,-5.85,1,,0.0,unique_keep
2-Ethyl-1-hexanol,CCCCC(CC)CO,CCCCC(CC)CO,-2.11,1,,0.0,unique_keep
Diallate,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.2860000000000005,1,,0.0,unique_keep
Toluene ,Cc1ccccc1,Cc1ccccc1,-2.21,1,,0.0,unique_keep
Nitrapyrin,Clc1cccc(n1)C(Cl)(Cl)Cl,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,1,,0.0,unique_keep
Cycloheptene,C1CCC=CCC1,C1=CCCCCC1,-3.18,1,,0.0,unique_keep
Thiram,CN(C)C(=S)SSC(=S)N(C)C ,CN(C)C(=S)SSC(=S)N(C)C,-3.9,1,,0.0,unique_keep
Griseofulvin,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,1,,0.0,unique_keep
1-Decanol,CCCCCCCCCCO,CCCCCCCCCCO,-3.63,1,,0.0,unique_keep
"3,3-Dimethylpentane",CCC(C)(C)CC,CCC(C)(C)CC,-4.23,1,,0.0,unique_keep
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)(OC),CNC(=O)C(C)SCCSP(=O)(OC)OC,1.144,1,,0.0,unique_keep
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,1,,0.0,unique_keep
Butyraldehyde,CCCC=O,CCCC=O,-0.01,1,,0.0,unique_keep
dexamethasone acetate,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,1,,0.0,unique_keep
Butane,CCCC,CCCC,-2.57,1,,0.0,unique_keep
Fluoromethalone,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,1,,0.0,unique_keep
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl,-2.6,1,,0.0,unique_keep
Diethyl phthalate ,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,1,,0.0,unique_keep
2-Methylpropan-1-ol,CC(C)CO,CC(C)CO,0.1,1,,0.0,unique_keep
Isobutylbenzene,CC(C)Cc1ccccc1,CC(C)Cc1ccccc1,-4.12,1,,0.0,unique_keep
Diiodomethane,ICI,ICI,-2.34,1,,0.0,unique_keep
4-Heptanol,CCCC(O)CCC,CCCC(O)CCC,-1.4,1,,0.0,unique_keep
Pentyl acetate,CCCCCOC(=O)C,CCCCCOC(C)=O,-1.89,1,,0.0,unique_keep
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,1,,0.0,unique_keep
Propylbenzene ,CCCc1ccccc1,CCCc1ccccc1,-3.37,1,,0.0,unique_keep
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,FC(F)(Cl)C(F)(F)Cl,-2.74,1,,0.0,unique_keep
2-butenal,CC=CC=O,CC=CC=O,0.32,1,,0.0,unique_keep
tetramethylurea,CN(C)C(=O)N(C)C ,CN(C)C(=O)N(C)C,0.94,1,,0.0,unique_keep
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,Cc1cc(C)c(C)cc1C,-4.59,1,,0.0,unique_keep
norethindrone acetate,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,1,,0.0,unique_keep
Ditalimfos,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,1,,0.0,unique_keep
salicylanilide,c1ccccc1NC(=O)c2c(O)cccc2,O=C(Nc1ccccc1)c1ccccc1O,-3.59,1,,0.0,unique_keep
Sulfallate,CCN(CC)C(=S)SCC(Cl)=C,C=C(Cl)CSC(=S)N(CC)CC,-3.39,1,,0.0,unique_keep
Chloroethane,ClCC,CCCl,-1.06,1,,0.0,unique_keep
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,1,,0.0,unique_keep
Piperine,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,1,,0.0,unique_keep
cis-2-Pentene,CC/C=C\C,C/C=C\CC,-2.54,1,,0.0,unique_keep
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C ,CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,1,,0.0,unique_keep
Cyclooctyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.982,1,,0.0,unique_keep
butacarb,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,1,,0.0,unique_keep
Eriodictyol,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,1,,0.0,unique_keep
Benzophenone,O=C(c1ccccc1)c2ccccc2,O=C(c1ccccc1)c1ccccc1,-3.12,1,,0.0,unique_keep
Eicosane,CCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC,-8.172,1,,0.0,unique_keep
hydrazobenzene,N(Nc1ccccc1)c2ccccc2 ,c1ccc(NNc2ccccc2)cc1,-2.92,1,,0.0,unique_keep
2-Ethyl-1-butanol,CCC(CC)CO,CCC(CC)CO,-1.17,1,,0.0,unique_keep
4-hydroxypyridine,Oc1ccncc1,Oc1ccncc1,1.02,1,,0.0,unique_keep
"cis 1,2-Dichloroethylene",Cl\C=C/Cl,Cl/C=C\Cl,-1.3,1,,0.0,unique_keep
Methylcyclopentane,CC1CCCC1,CC1CCCC1,-3.3,1,,0.0,unique_keep
4-Methyl-2-pentanol,CC(C)CC(C)O,CC(C)CC(C)O,-0.8,1,,0.0,unique_keep
RTI 11,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,1,,0.0,unique_keep
"2,2-Dimethylpropanol",CC(C)(C)CO,CC(C)(C)CO,-0.4,1,,0.0,unique_keep
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,1,,0.0,unique_keep
Isocarboxazid,Cc1cc(no1)C(=O)NNCc2ccccc2,Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,1,,0.0,unique_keep
Propylene,CC=C,C=CC,-1.08,1,,0.0,unique_keep
Dichlorophen,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953,1,,0.0,unique_keep
Desmedipham,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,1,,0.0,unique_keep
Anthraquinone,O=C1c2ccccc2C(=O)c3ccccc13,O=C1c2ccccc2C(=O)c2ccccc21,-5.19,1,,0.0,unique_keep
2-Octanol,CCCCCCC(C)O,CCCCCCC(C)O,-2.09,1,,0.0,unique_keep
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,1,,0.0,unique_keep
Butylbenzene,CCCCc1ccccc1,CCCCc1ccccc1,-4.06,1,,0.0,unique_keep
parabanic acid,O=C1NC(=O)C(=O)N1 ,O=C1NC(=O)C(=O)N1,-0.4,1,,0.0,unique_keep
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,1,,0.0,unique_keep
Chlorthalidone,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,1,,0.0,unique_keep
Isobutyl acetate,CC(C)COC(=O)C,CC(=O)OCC(C)C,-1.21,1,,0.0,unique_keep
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,CC(C)C(C)(C)C,-4.36,1,,0.0,unique_keep
